z,vz,az
0.84,0,0
0.838852,-0.204393,-16.4186
0.836069,-0.342224,-11.9541
0.83249,-0.386003,-5.98823
0.828328,-0.456706,-7.8345
0.823392,-0.540229,-8.71997
0.81759,-0.629955,-9.1536
0.810878,-0.722764,-9.37343
0.803233,-0.817173,-9.49109
0.794642,-0.912469,-9.55913
0.785099,-1.00822,-9.50993
0.774629,-1.09539,-7.53321
0.763431,-1.15155,-3.83792
0.751847,-1.17252,-0.706406
0.740161,-1.16874,1.16514
0.728542,-1.15179,2.06357
0.717067,-1.12856,2.52673
0.705771,-1.10119,2.93458
0.694685,-1.06935,3.42402
0.683849,-1.03225,3.97203
0.67331,-0.989694,4.50524
0.663113,-0.942142,4.96736
0.6533,-0.890448,5.33757
0.643903,-0.835518,5.6209
0.63495,-0.778147,5.83202
0.626459,-0.718983,5.98439
0.618448,-0.658618,6.08251
0.610928,-0.597402,6.14308
0.603906,-0.536124,6.13702
0.59738,-0.476277,6.00653
0.591343,-0.417732,5.84808
0.585788,-0.360853,5.6441
0.580707,-0.305595,5.44414
0.576089,-0.252755,5.20599
0.571921,-0.202104,4.9911
0.568194,-0.153377,4.79694
0.5649,-0.106472,4.61135
0.562046,-0.0584693,4.64022
0.559631,-0.0131599,4.4542
0.557638,0.0303377,4.30509
0.556062,0.072486,4.14857
0.554892,0.11263,3.92266
0.554109,0.150182,3.64536
0.553692,0.1848,3.34284
0.553616,0.216383,3.03608
0.553856,0.244974,2.73716
0.554388,0.270685,2.45138
0.555205,0.296559,2.39328
0.556291,0.318965,2.13592
0.557618,0.338949,1.93243
0.559171,0.357042,1.73139
0.560929,0.372907,1.48685
0.562869,0.386089,1.2063
0.564964,0.396395,0.916742
0.567188,0.403887,0.639279
0.569515,0.408762,0.384093
0.571922,0.411623,0.189697
0.574388,0.412302,-0.0111642
0.57689,0.411168,-0.185982
0.579413,0.408429,-0.34362
0.581938,0.404226,-0.488032
0.584449,0.398676,-0.620635
0.586933,0.391897,-0.740961
0.589376,0.384019,-0.847148
0.591768,0.375009,-0.949742
0.5941,0.365548,-0.992089
0.596365,0.355549,-1.0382
0.598558,0.345181,-1.06961
0.600673,0.334586,-1.08722
0.602707,0.323888,-1.09334
0.604655,0.312926,-1.11229
0.60651,0.30128,-1.16581
0.608266,0.289176,-1.21579
0.609917,0.276584,-1.27161
0.611474,0.266394,-1.10998
0.612935,0.254934,-1.14691
0.614294,0.243304,-1.12136
0.61555,0.232129,-1.08342
0.616705,0.221157,-1.08198
0.617757,0.209978,-1.11369
0.618701,0.198407,-1.15506
0.619532,0.186485,-1.18735
0.620246,0.174369,-1.20191
0.620859,0.165166,-0.982359
0.621376,0.155293,-0.958565
0.621794,0.145827,-0.878331
0.622122,0.137314,-0.794555
0.622365,0.129416,-0.755266
0.622525,0.121656,-0.755143
0.6226,0.113859,-0.764533
0.622591,0.105942,-0.7735
0.622495,0.0980515,-0.76702
0.622331,0.0932721,-0.529683
0.622107,0.0879766,-0.492822
0.621823,0.0831961,-0.403752
0.621487,0.0794388,-0.314563
0.621106,0.0763368,-0.27277
0.620684,0.0733848,-0.272801
0.62022,0.0703207,-0.289443
0.619713,0.0671215,-0.303075
0.619162,0.0638856,-0.304717
0.618587,0.063668,-0.0771069
0.617993,0.0628315,-0.051022
0.617381,0.0623979,0.0262343
0.61676,0.0631691,0.124788
0.616139,0.0643719,0.152205
0.615517,0.065575,0.140145
0.614894,0.0665446,0.10908
0.614268,0.0671999,0.0741804
0.613654,0.0704965,0.261235
0.613053,0.072769,0.245522
0.612464,0.0750549,0.283719
0.611893,0.0786256,0.37956
0.611348,0.0822204,0.379112
0.610825,0.0855661,0.348614
0.610323,0.0885278,0.301502
0.609838,0.0909924,0.245359
0.609365,0.0929274,0.190203
0.608919,0.0973206,0.360436
0.6085,0.100529,0.329668
0.608105,0.1036,0.353594
0.607736,0.10707,0.380732
0.607395,0.110599,0.363105
0.607083,0.113699,0.305644
0.606792,0.116124,0.233038
0.606518,0.117861,0.164539
0.606272,0.121947,0.325354
0.606056,0.124764,0.286577
0.605864,0.127364,0.30266
0.605697,0.130283,0.321863
0.605557,0.133179,0.296337
0.605442,0.135568,0.231218
0.605346,0.137208,0.151379
0.605263,0.13809,0.0762321
0.605202,0.141261,0.231435
0.605164,0.14311,0.187721
0.605143,0.144697,0.199706
0.605141,0.146569,0.215715
0.605158,0.14839,0.187833
0.605191,0.149685,0.121097
0.605235,0.150217,0.04031
